146306706	330811548	2.77370572	980
146306706	229588530	2.7824181	980
146306706	501678512	2.69648431	980
146306706	512616839	2.59933491	980
146306706	237808170	2.94214658	980
146306706	167035554	2.7903887	980
146306706	77457185	2.80703426	980
146306706	514410740	2.75580494	980
146306706	330501994	2.69782794	980
146306706	71735287	2.7498746	980
146306706	104783503	2.77022615	980
146306706	512619474	2.88408331	980
146306706	472327048	2.78308308	980
146306706	104782493	2.97485043	980
146306706	170720073	2.77135742	980
146306706	110833247	2.50632951	980
146306706	333902060	0.49355235	695
146306706	426411371	2.81002162	980
146306706	557223792	2.94184076	980
146306706	152989938	3.96521859	980
146306706	319789769	3.99434297	980
146306706	482897580	2.5966303	980
330811548	229588530	0.15359488	602
330811548	501678512	0.15533599	836
330811548	512616839	0.69995889	928
330811548	237808170	1.90704038	803
330811548	167035554	0.46474766	962
330811548	77457185	0.11694276	667
330811548	514410740	0.7752886	381
330811548	330501994	0.79845192	928
330811548	71735287	0.34983472	509
330811548	104783503	0.44458511	962
330811548	512619474	0.90356697	381
330811548	472327048	0.80256674	381
330811548	104782493	2.28263633	852
330811548	170720073	0.44571638	962
330811548	110833247	2.59694047	1023
330811548	333902060	2.61986179	980
330811548	426411371	0.11993012	667
330811548	557223792	2.24962666	852
330811548	152989938	3.27300449	852
330811548	319789769	3.30212887	852
330811548	482897580	0.61611396	381
229588530	501678512	0.16404837	836
229588530	512616839	0.70867127	928
229588530	237808170	1.91575276	803
229588530	167035554	0.47346004	962
229588530	77457185	0.18692342	602
229588530	514410740	0.78400098	381
229588530	330501994	0.8071643	928
229588530	71735287	0.3585471	509
229588530	104783503	0.45329749	962
229588530	512619474	0.91227935	381
229588530	472327048	0.81127912	381
229588530	104782493	2.29134871	852
229588530	170720073	0.45442876	962
229588530	110833247	2.60565285	1023
229588530	333902060	2.62857417	980
229588530	426411371	0.18991078	602
229588530	557223792	2.25833904	852
229588530	152989938	3.28171687	852
229588530	319789769	3.31084125	852
229588530	482897580	0.62482634	381
