557223800	146306698	3.02509389	1009
557223800	330811551	1.78458152	421
557223800	386067574	1.72139084	421
557223800	146306061	1.81627987	421
557223800	66044311	1.90427246	421
557223800	472327051	1.72998104	421
557223800	568138192	1.79278845	421
557223800	482893301	1.78951332	421
557223800	512619471	1.97230395	421
557223800	237808178	2.85483291	997
557223800	26988018	1.76142952	421
557223800	501678509	1.81583468	421
557223800	237808172	2.0042275	421
557223800	319789768	1.2871944	1022
557223800	330501991	1.77812474	421
557223800	104782501	0.35126684	1022
557223800	110833255	3.25148747	1018
557223800	152989937	1.40628857	1022
557223800	426411374	1.79597165	421
557223800	333902068	2.79572791	583
557223800	512616836	1.72735779	421
146306698	330811551	3.09342575	1009
146306698	386067574	3.03023507	1009
146306698	146306061	3.1251241	1009
146306698	66044311	3.21311669	1009
146306698	472327051	3.03882527	1009
146306698	568138192	3.10163268	1009
146306698	482893301	3.09835755	1009
146306698	512619471	3.28114818	1009
146306698	237808178	3.8193231	1009
146306698	26988018	3.07027375	1009
146306698	501678509	3.12467891	1009
146306698	237808172	3.31307173	1009
146306698	319789768	3.93623005	1009
146306698	330501991	3.08696897	1009
146306698	104782501	3.00030249	1009
146306698	110833255	3.1268238	1009
146306698	152989937	4.05532422	1009
146306698	426411374	3.10481588	1009
146306698	333902068	1.0389476	1009
146306698	512616836	3.03620202	1009
330811551	386067574	0.4983577	555
330811551	146306061	0.65430213	952
330811551	66044311	0.31928204	507
330811551	472327051	0.5069479	555
330811551	568138192	0.13490491	867
330811551	482893301	0.62753558	952
330811551	512619471	0.81032621	952
330811551	237808178	2.92316477	997
330811551	26988018	0.22649498	1024
330811551	501678509	0.10459016	761
330811551	237808172	1.54537082	736
330811551	319789768	2.69571768	421
330811551	330501991	0.616147	952
330811551	104782501	1.75979012	421
330811551	110833255	3.31981933	1018
330811551	152989937	2.81481185	421
330811551	426411374	0.08472713	761
330811551	333902068	2.86405977	583
330811551	512616836	0.56538005	952
386067574	146306061	0.59111145	952
386067574	66044311	0.61804864	555
386067574	472327051	0.18742442	1015
386067574	568138192	0.50656463	555
386067574	482893301	0.5643449	952
386067574	512619471	0.74713553	952
386067574	237808178	2.85997409	997
386067574	26988018	0.4752057	555
386067574	501678509	0.52961086	555
386067574	237808172	1.48218014	736
386067574	319789768	2.632527	421
386067574	330501991	0.55295632	952
386067574	104782501	1.69659944	421
386067574	110833255	3.25662865	1018
386067574	152989937	2.75162117	421
386067574	426411374	0.50974783	555
386067574	333902068	2.80086909	583
386067574	512616836	0.50218937	952
146306061	66044311	0.77399307	952
146306061	472327051	0.59970165	952
