333902066	431804365	2.2499576	1024
333902066	226943224	2.29937705	1024
333902066	501678508	2.21237628	1024
333902066	110833253	1.8380288	1024
333902066	229588526	2.25430479	1024
333902066	330501990	2.3406544	1024
333902066	146306060	2.34344214	1024
333902066	237808173	3.04137587	1024
333902066	146306700	0.72373809	1024
333902066	104782499	1.96586098	1024
333902066	386067575	2.31303132	1024
333902066	378952654	2.25945744	1024
333902066	71736757	2.22574102	1024
333902066	472327052	2.37077763	1024
333902066	557223798	1.97678349	1024
333902066	512616835	2.29583353	1024
333902066	159044453	4.0590611	1024
431804365	226943224	0.70303643	730
431804365	501678508	0.29783172	1024
431804365	110833253	2.20047466	1023
431804365	229588526	0.33976023	1024
431804365	330501990	0.74431378	730
431804365	146306060	0.74710152	730
431804365	237808173	2.40039953	930
431804365	146306700	1.99671207	727
431804365	104782499	1.32488464	930
431804365	386067575	0.93490266	1009
431804365	378952654	0.34491288	1024
431804365	71736757	0.31119646	1024
431804365	472327052	0.99264897	1009
431804365	557223798	1.33580715	930
431804365	512616835	0.91770487	1009
431804365	159044453	3.41808476	930
226943224	501678508	0.66545511	730
226943224	110833253	2.24989411	1023
226943224	229588526	0.70738362	730
226943224	330501990	0.64799189	511
226943224	146306060	0.65077963	511
226943224	237808173	2.44981898	930
226943224	146306700	2.04613152	727
226943224	104782499	1.37430409	930
226943224	386067575	0.98432211	1009
226943224	378952654	0.71253627	730
226943224	71736757	0.67881985	730
226943224	472327052	1.04206842	1009
226943224	557223798	1.3852266	930
226943224	512616835	0.96712432	1009
226943224	159044453	3.46750421	930
501678508	110833253	2.16289334	1023
501678508	229588526	0.12090543	783
501678508	330501990	0.70673246	730
501678508	146306060	0.7095202	730
501678508	237808173	2.36281821	930
501678508	146306700	1.95913075	727
501678508	104782499	1.28730332	930
501678508	386067575	0.89732134	1009
501678508	378952654	0.12605808	783
501678508	71736757	0.17414852	701
501678508	472327052	0.95506765	1009
501678508	557223798	1.29822583	930
501678508	512616835	0.88012355	1009
501678508	159044453	3.38050344	930
110833253	229588526	2.20482185	1023
110833253	330501990	2.29117146	1023
110833253	146306060	2.2939592	1023
110833253	237808173	2.99189293	1023
110833253	146306700	1.58478327	727
110833253	104782499	1.91637804	1023
110833253	386067575	2.26354838	1023
110833253	378952654	2.2099745	1023
110833253	71736757	2.17625808	1023
110833253	472327052	2.32129469	1023
110833253	557223798	1.92730055	1023
110833253	512616835	2.24635059	1023
110833253	159044453	4.00957816	1023
229588526	330501990	0.74866097	730
229588526	146306060	0.75144871	730
229588526	237808173	2.40474672	930
229588526	146306700	2.00105926	727
229588526	104782499	1.32923183	930
229588526	386067575	0.93924985	1009
229588526	378952654	0.12103681	599
229588526	71736757	0.21607703	701
229588526	472327052	0.99699616	1009
229588526	557223798	1.34015434	930
229588526	512616835	0.92205206	1009
229588526	159044453	3.42243195	930
330501990	146306060	0.10423222	1024
330501990	237808173	2.49109633	930
330501990	146306700	2.08740887	727
330501990	104782499	1.41558144	930
330501990	386067575	1.02559946	1009
330501990	378952654	0.75381362	730
330501990	71736757	0.7200972	730
330501990	472327052	1.08334577	1009
330501990	557223798	1.42650395	930
330501990	512616835	1.00840167	1009
330501990	159044453	3.50878156	930
146306060	237808173	2.49388407	930
146306060	146306700	2.09019661	727
146306060	104782499	1.41836918	930
146306060	386067575	1.0283872	1009
146306060	378952654	0.75660136	730
146306060	71736757	0.72288494	730
146306060	472327052	1.08613351	1009
146306060	557223798	1.42929169	930
146306060	512616835	1.01118941	1009
146306060	159044453	3.5115693	930
237808173	146306700	2.78813034	727
237808173	104782499	1.23721731	686
237808173	386067575	2.46347325	930
237808173	378952654	2.40989937	930
237808173	71736757	2.37618295	930
237808173	472327052	2.52121956	930
237808173	557223798	1.24813982	686
237808173	512616835	2.44627546	930
237808173	159044453	3.33041743	686
146306700	104782499	1.71261545	727
146306700	386067575	2.05978579	727
146306700	378952654	2.00621191	727
146306700	71736757	1.97249549	727
146306700	472327052	2.1175321	727
146306700	557223798	1.72353796	727
146306700	512616835	2.042588	727
146306700	159044453	3.80581557	727
104782499	386067575	1.38795836	930
104782499	378952654	1.33438448	930
104782499	71736757	1.30066806	930
104782499	472327052	1.44570467	930
104782499	557223798	0.17262493	686
104782499	512616835	1.37076057	930
104782499	159044453	2.25490254	686
386067575	378952654	0.9444025	1009
386067575	71736757	0.91068608	1009
386067575	472327052	0.20783993	1023
386067575	557223798	1.39888087	930
386067575	512616835	0.49772669	1023
386067575	159044453	3.48115848	930
378952654	71736757	0.22122968	701
378952654	472327052	1.00214881	1009
378952654	557223798	1.34530699	930
378952654	512616835	0.92720471	1009
378952654	159044453	3.4275846	930
71736757	472327052	0.96843239	1009
71736757	557223798	1.31159057	930
71736757	512616835	0.89348829	1009
71736757	159044453	3.39386818	930
472327052	557223798	1.45662718	930
472327052	512616835	0.555473	1023
472327052	159044453	3.53890479	930
557223798	512616835	1.38168308	930
557223798	159044453	2.26582505	686
512616835	159044453	3.46396069	930
